"Subject","Trial","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
995543596,17,"self","Self","Self","Nonmatching",650,0.65,1
995543596,19,"self","Self","Self","Matching",466,0.466,1
995543596,21,"self","Self","Self","Matching",489,0.489,1
995543596,23,"self","Self","Self","Matching",456,0.456,1
995543596,25,"friend","Friend","Close","Matching",600,0.6,1
995543596,27,"self","Self","Self","Matching",457,0.457,1
995543596,29,"friend","Friend","Close","Nonmatching",601,0.601,1
995543596,31,"friend","Friend","Close","Nonmatching",675,0.675,1
995543596,33,"self","Self","Self","Matching",570,0.57,1
995543596,35,"self","Self","Self","Matching",430,0.43,1
995543596,37,"friend","Friend","Close","Nonmatching",743,0.743,1
995543596,39,"friend","Friend","Close","Nonmatching",564,0.564,1
995543596,41,"friend","Friend","Close","Matching",464,0.464,1
995543596,43,"friend","Friend","Close","Matching",528,0.528,0
995543596,45,"friend","Friend","Close","Nonmatching",645,0.645,1
995543596,47,"self","Self","Self","Matching",606,0.606,1
995543596,49,"self","Self","Self","Nonmatching",544,0.544,1
995543596,51,"friend","Friend","Close","Matching",652,0.652,1
995543596,53,"self","Self","Self","Nonmatching",516,0.516,1
995543596,55,"self","Self","Self","Nonmatching",473,0.473,1
995543596,57,"self","Self","Self","Nonmatching",544,0.544,1
995543596,59,"self","Self","Self","Nonmatching",429,0.429,1
995543596,61,"self","Self","Self","Matching",487,0.487,1
995543596,63,"friend","Friend","Close","Nonmatching",501,0.501,1
995543596,65,"self","Self","Self","Nonmatching",499,0.499,0
995543596,67,"friend","Friend","Close","Nonmatching",529,0.529,0
995543596,69,"self","Self","Self","Nonmatching",582,0.582,1
995543596,71,"self","Self","Self","Matching",752,0.752,1
995543596,73,"self","Self","Self","Nonmatching",485,0.485,1
995543596,75,"self","Self","Self","Nonmatching",603,0.603,1
995543596,77,"friend","Friend","Close","Matching",597,0.597,0
995543596,79,"friend","Friend","Close","Matching",607,0.607,1
995543596,81,"self","Self","Self","Matching",569,0.569,1
995543596,83,"self","Self","Self","Nonmatching",507,0.507,1
995543596,85,"self","Self","Self","Nonmatching",425,0.425,0
995543596,87,"friend","Friend","Close","Matching",650,0.65,1
995543596,89,"self","Self","Self","Nonmatching",498,0.498,1
995543596,91,"friend","Friend","Close","Nonmatching",689,0.689,1
995543596,93,"friend","Friend","Close","Matching",616,0.616,1
995543596,95,"self","Self","Self","Nonmatching",465,0.465,1
995543596,97,"friend","Friend","Close","Matching",513,0.513,1
995543596,99,"self","Self","Self","Nonmatching",479,0.479,1
995543596,101,"friend","Friend","Close","Matching",894,0.894,1
995543596,103,"friend","Friend","Close","Nonmatching",492,0.492,1
995543596,105,"self","Self","Self","Nonmatching",891,0.891,1
995543596,107,"self","Self","Self","Matching",513,0.513,1
995543596,109,"self","Self","Self","Matching",559,0.559,1
995543596,111,"friend","Friend","Close","Nonmatching",531,0.531,0
995543596,113,"self","Self","Self","Matching",400,0.4,1
995543596,115,"self","Self","Self","Matching",401,0.401,1
995543596,117,"friend","Friend","Close","Nonmatching",619,0.619,1
995543596,119,"self","Self","Self","Matching",604,0.604,1
995543596,121,"self","Self","Self","Nonmatching",582,0.582,1
995543596,123,"friend","Friend","Close","Nonmatching",497,0.497,0
995543596,125,"self","Self","Self","Nonmatching",776,0.776,1
995543596,127,"self","Self","Self","Matching",411,0.411,1
995543596,129,"friend","Friend","Close","Matching",908,0.908,1
995543596,131,"friend","Friend","Close","Matching",410,0.41,1
995543596,133,"friend","Friend","Close","Nonmatching",548,0.548,1
995543596,135,"self","Self","Self","Matching",506,0.506,1
995543596,137,"friend","Friend","Close","Matching",447,0.447,1
995543596,139,"self","Self","Self","Nonmatching",560,0.56,1
995543596,141,"self","Self","Self","Matching",491,0.491,1
995543596,143,"self","Self","Self","Matching",449,0.449,1
995543596,145,"friend","Friend","Close","Matching",553,0.553,1
995543596,147,"friend","Friend","Close","Matching",557,0.557,1
995543596,149,"friend","Friend","Close","Matching",737,0.737,1
995543596,151,"friend","Friend","Close","Nonmatching",502,0.502,1
995543596,153,"friend","Friend","Close","Nonmatching",420,0.42,1
995543596,155,"friend","Friend","Close","Nonmatching",493,0.493,1
995543596,157,"friend","Friend","Close","Matching",644,0.644,1
995543596,159,"friend","Friend","Close","Nonmatching",612,0.612,1
995543596,161,"self","Self","Self","Matching",389,0.389,1
995543596,163,"friend","Friend","Close","Matching",441,0.441,1
995543596,165,"friend","Friend","Close","Nonmatching",577,0.577,1
995543596,167,"self","Self","Self","Nonmatching",508,0.508,0
995543596,169,"friend","Friend","Close","Matching",466,0.466,1
995543596,171,"self","Self","Self","Nonmatching",832,0.832,1
995543596,173,"self","Self","Self","Matching",530,0.53,1
995543596,175,"friend","Friend","Close","Nonmatching",631,0.631,1
995543596,177,"friend","Friend","Close","Nonmatching",593,0.593,1
995543596,179,"self","Self","Self","Nonmatching",498,0.498,1
995543596,181,"friend","Friend","Close","Matching",569,0.569,1
995543596,183,"friend","Friend","Close","Matching",732,0.732,1
995543596,185,"friend","Friend","Close","Matching",537,0.537,1
995543596,187,"friend","Friend","Close","Matching",350,0.35,1
995543596,189,"friend","Friend","Close","Nonmatching",241,0.241,0
995543596,191,"friend","Friend","Close","Matching",378,0.378,0
995543596,193,"self","Self","Self","Nonmatching",597,0.597,1
995543596,195,"self","Self","Self","Matching",343,0.343,1
995543596,197,"self","Self","Self","Matching",404,0.404,1
995543596,199,"self","Self","Self","Nonmatching",453,0.453,1
995543596,201,"self","Self","Self","Matching",469,0.469,1
995543596,203,"friend","Friend","Close","Nonmatching",517,0.517,1
995543596,205,"self","Self","Self","Nonmatching",530,0.53,1
995543596,207,"self","Self","Self","Matching",374,0.374,1
995543596,209,"friend","Friend","Close","Matching",585,0.585,1
995543596,211,"friend","Friend","Close","Nonmatching",460,0.46,1
995543596,213,"friend","Friend","Close","Nonmatching",596,0.596,1
995543596,215,"self","Self","Self","Nonmatching",741,0.741,1
995543596,217,"self","Self","Self","Nonmatching",507,0.507,1
995543596,219,"friend","Friend","Close","Matching",449,0.449,0
995543596,221,"self","Self","Self","Matching",409,0.409,1
995543596,223,"self","Self","Self","Matching",555,0.555,1
995543596,225,"friend","Friend","Close","Matching",783,0.783,1
995543596,227,"friend","Friend","Close","Nonmatching",521,0.521,1
995543596,229,"self","Self","Self","Nonmatching",558,0.558,1
995543596,231,"friend","Friend","Close","Nonmatching",563,0.563,1
995543596,233,"friend","Friend","Close","Nonmatching",414,0.414,1
995543596,235,"self","Self","Self","Nonmatching",560,0.56,1
995543596,237,"friend","Friend","Close","Matching",643,0.643,1
995543596,239,"friend","Friend","Close","Nonmatching",525,0.525,1
995543597,7,"self","Self","Self","Nonmatching",869,0.869,1
995543597,13,"self","Self","Self","Nonmatching",1198,1.198,1
995543597,15,"friend","Friend","Close","Matching",1191,1.191,1
995543597,19,"self","Self","Self","Matching",1055,1.055,1
995543597,21,"self","Self","Self","Matching",535,0.535,1
995543597,23,"friend","Friend","Close","Matching",873,0.873,1
995543597,25,"self","Self","Self","Nonmatching",684,0.684,1
995543597,27,"friend","Friend","Close","Nonmatching",1191,1.191,1
995543597,29,"self","Self","Self","Matching",585,0.585,1
995543597,31,"self","Self","Self","Matching",455,0.455,1
995543597,33,"self","Self","Self","Nonmatching",715,0.715,1
995543597,35,"self","Self","Self","Matching",795,0.795,1
995543597,37,"self","Self","Self","Matching",364,0.364,1
995543597,39,"friend","Friend","Close","Matching",844,0.844,0
995543597,41,"self","Self","Self","Nonmatching",809,0.809,1
995543597,43,"friend","Friend","Close","Nonmatching",649,0.649,0
995543597,45,"friend","Friend","Close","Nonmatching",717,0.717,1
995543597,47,"friend","Friend","Close","Matching",972,0.972,1
995543597,49,"self","Self","Self","Nonmatching",725,0.725,1
995543597,51,"friend","Friend","Close","Matching",601,0.601,0
995543597,53,"friend","Friend","Close","Nonmatching",776,0.776,1
995543597,55,"self","Self","Self","Nonmatching",590,0.59,1
995543597,57,"self","Self","Self","Nonmatching",774,0.774,1
995543597,59,"self","Self","Self","Matching",752,0.752,1
995543597,61,"self","Self","Self","Nonmatching",735,0.735,1
995543597,63,"self","Self","Self","Nonmatching",664,0.664,1
995543597,65,"friend","Friend","Close","Matching",938,0.938,1
995543597,67,"self","Self","Self","Matching",621,0.621,1
995543597,69,"friend","Friend","Close","Matching",876,0.876,0
995543597,71,"friend","Friend","Close","Matching",730,0.73,1
995543597,73,"friend","Friend","Close","Nonmatching",939,0.939,1
995543597,75,"self","Self","Self","Nonmatching",852,0.852,1
995543597,77,"friend","Friend","Close","Nonmatching",532,0.532,1
995543597,79,"self","Self","Self","Nonmatching",882,0.882,0
995543597,81,"friend","Friend","Close","Matching",744,0.744,1
995543597,83,"self","Self","Self","Nonmatching",748,0.748,0
995543597,85,"friend","Friend","Close","Matching",872,0.872,1
995543597,87,"self","Self","Self","Nonmatching",477,0.477,1
995543597,89,"friend","Friend","Close","Matching",1166,1.166,1
995543597,91,"friend","Friend","Close","Matching",465,0.465,1
995543597,93,"friend","Friend","Close","Nonmatching",641,0.641,1
995543597,95,"self","Self","Self","Nonmatching",991,0.991,1
995543597,97,"friend","Friend","Close","Matching",674,0.674,1
995543597,99,"self","Self","Self","Matching",726,0.726,1
995543597,101,"self","Self","Self","Matching",556,0.556,1
995543597,103,"self","Self","Self","Matching",483,0.483,1
995543597,105,"friend","Friend","Close","Nonmatching",859,0.859,1
995543597,107,"self","Self","Self","Matching",804,0.804,1
995543597,109,"friend","Friend","Close","Matching",659,0.659,1
995543597,111,"self","Self","Self","Matching",648,0.648,1
995543597,113,"friend","Friend","Close","Matching",619,0.619,1
995543597,115,"self","Self","Self","Nonmatching",773,0.773,1
995543597,117,"friend","Friend","Close","Nonmatching",1167,1.167,1
995543597,119,"friend","Friend","Close","Matching",720,0.72,1
995543597,121,"friend","Friend","Close","Nonmatching",886,0.886,1
995543597,123,"friend","Friend","Close","Nonmatching",497,0.497,1
995543597,125,"friend","Friend","Close","Matching",713,0.713,1
995543597,127,"self","Self","Self","Matching",669,0.669,1
995543597,129,"self","Self","Self","Matching",625,0.625,1
995543597,133,"self","Self","Self","Nonmatching",604,0.604,1
995543597,135,"self","Self","Self","Nonmatching",620,0.62,1
995543597,137,"friend","Friend","Close","Nonmatching",561,0.561,0
995543597,139,"self","Self","Self","Nonmatching",966,0.966,1
995543597,141,"friend","Friend","Close","Nonmatching",616,0.616,0
995543597,143,"friend","Friend","Close","Matching",686,0.686,1
995543597,145,"self","Self","Self","Matching",335,0.335,1
995543597,147,"friend","Friend","Close","Nonmatching",503,0.503,1
995543597,149,"self","Self","Self","Nonmatching",813,0.813,1
995543597,151,"friend","Friend","Close","Nonmatching",716,0.716,1
995543597,153,"self","Self","Self","Matching",458,0.458,1
995543597,155,"friend","Friend","Close","Nonmatching",997,0.997,1
995543597,157,"self","Self","Self","Matching",837,0.837,1
995543597,159,"friend","Friend","Close","Nonmatching",787,0.787,1
995543597,161,"friend","Friend","Close","Nonmatching",617,0.617,1
995543597,163,"friend","Friend","Close","Matching",884,0.884,1
995543597,165,"self","Self","Self","Nonmatching",741,0.741,1
995543597,167,"self","Self","Self","Matching",929,0.929,1
995543597,169,"self","Self","Self","Matching",650,0.65,1
995543597,171,"self","Self","Self","Nonmatching",565,0.565,1
995543597,173,"friend","Friend","Close","Matching",725,0.725,1
995543597,175,"self","Self","Self","Matching",869,0.869,1
995543597,177,"friend","Friend","Close","Nonmatching",913,0.913,1
995543597,179,"self","Self","Self","Matching",457,0.457,1
995543597,181,"self","Self","Self","Matching",584,0.584,1
995543597,183,"self","Self","Self","Nonmatching",628,0.628,1
995543597,185,"friend","Friend","Close","Nonmatching",893,0.893,1
995543597,187,"friend","Friend","Close","Nonmatching",976,0.976,1
995543597,189,"self","Self","Self","Matching",542,0.542,1
995543597,191,"friend","Friend","Close","Nonmatching",713,0.713,1
995543597,193,"friend","Friend","Close","Matching",767,0.767,1
995543597,195,"self","Self","Self","Nonmatching",728,0.728,1
995543597,197,"friend","Friend","Close","Matching",856,0.856,1
995543597,199,"friend","Friend","Close","Matching",624,0.624,1
995543597,201,"friend","Friend","Close","Matching",656,0.656,1
995543597,203,"friend","Friend","Close","Nonmatching",757,0.757,1
995543597,205,"self","Self","Self","Matching",891,0.891,1
995543597,207,"friend","Friend","Close","Matching",1021,1.021,1
995543597,209,"self","Self","Self","Nonmatching",697,0.697,1
995543597,211,"friend","Friend","Close","Matching",885,0.885,1
995543597,213,"friend","Friend","Close","Nonmatching",843,0.843,1
995543597,215,"friend","Friend","Close","Matching",1054,1.054,1
995543597,217,"self","Self","Self","Matching",846,0.846,1
995543597,221,"friend","Friend","Close","Nonmatching",885,0.885,1
995543597,223,"friend","Friend","Close","Nonmatching",523,0.523,1
995543597,225,"friend","Friend","Close","Nonmatching",430,0.43,1
995543597,227,"self","Self","Self","Nonmatching",840,0.84,1
995543597,229,"self","Self","Self","Nonmatching",646,0.646,1
995543597,231,"friend","Friend","Close","Nonmatching",531,0.531,1
995543597,233,"self","Self","Self","Matching",567,0.567,1
995543597,235,"self","Self","Self","Matching",720,0.72,1
995543597,237,"self","Self","Self","Nonmatching",615,0.615,1
995543597,239,"self","Self","Self","Matching",696,0.696,1
995543600,1,"friend","Friend","Close","Nonmatching",822,0.822,1
995543600,3,"friend","Friend","Close","Nonmatching",663,0.663,1
995543600,5,"self","Self","Self","Matching",673,0.673,1
995543600,7,"friend","Friend","Close","Matching",680,0.68,0
995543600,9,"self","Self","Self","Nonmatching",873,0.873,1
995543600,11,"friend","Friend","Close","Matching",396,0.396,1
995543600,13,"self","Self","Self","Nonmatching",645,0.645,0
995543600,15,"self","Self","Self","Matching",558,0.558,1
995543600,17,"friend","Friend","Close","Nonmatching",631,0.631,1
995543600,19,"friend","Friend","Close","Matching",625,0.625,1
995543600,21,"self","Self","Self","Matching",593,0.593,0
995543600,23,"friend","Friend","Close","Matching",865,0.865,1
995543600,25,"self","Self","Self","Matching",773,0.773,1
995543600,27,"self","Self","Self","Nonmatching",571,0.571,1
995543600,29,"friend","Friend","Close","Nonmatching",1025,1.025,1
995543600,31,"friend","Friend","Close","Nonmatching",701,0.701,1
995543600,33,"self","Self","Self","Matching",590,0.59,1
995543600,35,"friend","Friend","Close","Matching",789,0.789,1
995543600,37,"self","Self","Self","Nonmatching",886,0.886,1
995543600,39,"friend","Friend","Close","Matching",641,0.641,1
995543600,41,"friend","Friend","Close","Matching",561,0.561,1
995543600,43,"self","Self","Self","Matching",735,0.735,1
995543600,45,"self","Self","Self","Matching",584,0.584,1
995543600,47,"self","Self","Self","Matching",377,0.377,1
995543600,49,"self","Self","Self","Nonmatching",496,0.496,1
995543600,51,"friend","Friend","Close","Matching",635,0.635,1
995543600,53,"friend","Friend","Close","Matching",482,0.482,1
995543600,55,"self","Self","Self","Nonmatching",499,0.499,1
995543600,57,"friend","Friend","Close","Nonmatching",668,0.668,1
995543600,59,"self","Self","Self","Nonmatching",853,0.853,1
995543600,61,"self","Self","Self","Nonmatching",488,0.488,1
995543600,63,"self","Self","Self","Nonmatching",369,0.369,1
995543600,65,"friend","Friend","Close","Matching",626,0.626,1
995543600,67,"self","Self","Self","Nonmatching",578,0.578,1
995543600,69,"self","Self","Self","Matching",662,0.662,1
995543600,71,"self","Self","Self","Nonmatching",471,0.471,1
995543600,73,"friend","Friend","Close","Nonmatching",704,0.704,0
995543600,75,"friend","Friend","Close","Nonmatching",326,0.326,1
995543600,77,"self","Self","Self","Matching",593,0.593,1
995543600,79,"self","Self","Self","Matching",389,0.389,1
995543600,81,"friend","Friend","Close","Nonmatching",540,0.54,1
995543600,83,"self","Self","Self","Nonmatching",808,0.808,1
995543600,85,"friend","Friend","Close","Nonmatching",625,0.625,0
995543600,87,"self","Self","Self","Matching",613,0.613,1
995543600,89,"self","Self","Self","Nonmatching",585,0.585,1
995543600,91,"friend","Friend","Close","Nonmatching",807,0.807,1
995543600,93,"self","Self","Self","Matching",861,0.861,1
995543600,95,"friend","Friend","Close","Matching",730,0.73,1
995543600,97,"self","Self","Self","Nonmatching",768,0.768,1
995543600,99,"self","Self","Self","Matching",898,0.898,1
995543600,101,"friend","Friend","Close","Matching",840,0.84,1
995543600,103,"friend","Friend","Close","Matching",398,0.398,1
995543600,105,"friend","Friend","Close","Nonmatching",488,0.488,1
995543600,107,"self","Self","Self","Matching",695,0.695,1
995543600,109,"friend","Friend","Close","Nonmatching",580,0.58,1
995543600,111,"friend","Friend","Close","Nonmatching",393,0.393,1
995543600,113,"self","Self","Self","Nonmatching",619,0.619,1
995543600,115,"friend","Friend","Close","Matching",536,0.536,0
995543600,117,"self","Self","Self","Matching",740,0.74,1
995543600,119,"friend","Friend","Close","Matching",306,0.306,1
995543600,121,"self","Self","Self","Nonmatching",489,0.489,1
995543600,123,"self","Self","Self","Matching",645,0.645,1
995543600,125,"self","Self","Self","Nonmatching",617,0.617,1
995543600,127,"self","Self","Self","Matching",717,0.717,1
995543600,129,"friend","Friend","Close","Matching",599,0.599,1
995543600,131,"self","Self","Self","Nonmatching",712,0.712,0
995543600,133,"self","Self","Self","Matching",766,0.766,1
995543600,135,"friend","Friend","Close","Nonmatching",331,0.331,1
995543600,137,"self","Self","Self","Matching",767,0.767,1
995543600,139,"friend","Friend","Close","Matching",828,0.828,1
995543600,141,"self","Self","Self","Matching",616,0.616,1
995543600,143,"friend","Friend","Close","Nonmatching",611,0.611,1
995543600,145,"self","Self","Self","Nonmatching",1116,1.116,1
995543600,147,"self","Self","Self","Nonmatching",1198,1.198,1
995543600,149,"self","Self","Self","Matching",635,0.635,1
995543600,151,"friend","Friend","Close","Nonmatching",1020,1.02,0
995543600,153,"self","Self","Self","Nonmatching",785,0.785,1
995543600,155,"friend","Friend","Close","Nonmatching",826,0.826,1
995543600,157,"self","Self","Self","Matching",622,0.622,1
995543600,159,"self","Self","Self","Nonmatching",450,0.45,1
995543600,161,"friend","Friend","Close","Matching",667,0.667,1
995543600,163,"friend","Friend","Close","Matching",481,0.481,1
995543600,165,"friend","Friend","Close","Nonmatching",537,0.537,1
995543600,167,"self","Self","Self","Nonmatching",788,0.788,1
995543600,169,"friend","Friend","Close","Nonmatching",628,0.628,1
995543600,171,"self","Self","Self","Nonmatching",683,0.683,1
995543600,173,"friend","Friend","Close","Matching",626,0.626,1
995543600,175,"friend","Friend","Close","Matching",503,0.503,0
995543600,177,"friend","Friend","Close","Matching",563,0.563,1
995543600,179,"self","Self","Self","Matching",869,0.869,1
995543600,181,"friend","Friend","Close","Matching",467,0.467,0
995543600,183,"friend","Friend","Close","Nonmatching",416,0.416,0
995543600,185,"self","Self","Self","Nonmatching",892,0.892,1
995543600,187,"friend","Friend","Close","Matching",761,0.761,1
995543600,189,"friend","Friend","Close","Nonmatching",470,0.47,1
995543600,191,"self","Self","Self","Matching",775,0.775,1
995543600,193,"friend","Friend","Close","Matching",935,0.935,1
995543600,195,"friend","Friend","Close","Nonmatching",499,0.499,1
995543600,197,"self","Self","Self","Matching",646,0.646,1
995543600,199,"friend","Friend","Close","Matching",833,0.833,1
995543600,201,"friend","Friend","Close","Matching",471,0.471,1
995543600,203,"friend","Friend","Close","Nonmatching",561,0.561,1
995543600,205,"self","Self","Self","Nonmatching",1110,1.11,1
995543600,207,"friend","Friend","Close","Nonmatching",463,0.463,0
995543600,209,"self","Self","Self","Matching",668,0.668,1
995543600,211,"friend","Friend","Close","Nonmatching",1043,1.043,0
995543600,215,"friend","Friend","Close","Matching",683,0.683,1
995543600,217,"self","Self","Self","Nonmatching",1109,1.109,1
995543600,219,"friend","Friend","Close","Matching",508,0.508,0
995543600,221,"self","Self","Self","Nonmatching",1101,1.101,1
995543600,223,"friend","Friend","Close","Nonmatching",800,0.8,1
995543600,225,"friend","Friend","Close","Nonmatching",555,0.555,1
995543600,227,"self","Self","Self","Nonmatching",740,0.74,1
995543600,229,"friend","Friend","Close","Matching",988,0.988,1
995543600,231,"self","Self","Self","Matching",651,0.651,1
995543600,233,"self","Self","Self","Matching",262,0.262,1
995543600,235,"self","Self","Self","Matching",254,0.254,1
995543600,237,"friend","Friend","Close","Nonmatching",677,0.677,1
995543600,239,"self","Self","Self","Nonmatching",882,0.882,1
995543601,1,"friend","Friend","Close","Matching",1106,1.106,1
995543601,3,"friend","Friend","Close","Nonmatching",839,0.839,1
995543601,5,"self","Self","Self","Matching",1080,1.08,1
995543601,7,"friend","Friend","Close","Nonmatching",937,0.937,1
995543601,9,"self","Self","Self","Matching",861,0.861,1
995543601,11,"self","Self","Self","Nonmatching",559,0.559,1
995543601,13,"friend","Friend","Close","Nonmatching",572,0.572,0
995543601,15,"self","Self","Self","Matching",577,0.577,1
995543601,17,"friend","Friend","Close","Matching",920,0.92,1
995543601,19,"self","Self","Self","Nonmatching",886,0.886,1
995543601,21,"friend","Friend","Close","Matching",1103,1.103,1
995543601,23,"self","Self","Self","Matching",566,0.566,1
995543601,25,"self","Self","Self","Matching",578,0.578,1
995543601,27,"friend","Friend","Close","Nonmatching",859,0.859,1
995543601,29,"self","Self","Self","Matching",550,0.55,1
995543601,31,"friend","Friend","Close","Matching",635,0.635,1
995543601,33,"self","Self","Self","Matching",610,0.61,1
995543601,35,"self","Self","Self","Nonmatching",572,0.572,1
995543601,37,"self","Self","Self","Nonmatching",738,0.738,1
995543601,39,"friend","Friend","Close","Nonmatching",759,0.759,1
995543601,41,"friend","Friend","Close","Matching",652,0.652,1
995543601,43,"friend","Friend","Close","Matching",705,0.705,1
995543601,45,"self","Self","Self","Nonmatching",501,0.501,1
995543601,47,"self","Self","Self","Nonmatching",1140,1.14,1
995543601,49,"self","Self","Self","Matching",609,0.609,1
995543601,51,"friend","Friend","Close","Matching",972,0.972,1
995543601,53,"friend","Friend","Close","Matching",473,0.473,1
995543601,55,"self","Self","Self","Nonmatching",715,0.715,1
995543601,57,"friend","Friend","Close","Matching",606,0.606,1
995543601,59,"self","Self","Self","Nonmatching",966,0.966,0
995543601,61,"friend","Friend","Close","Matching",511,0.511,1
995543601,63,"friend","Friend","Close","Matching",553,0.553,1
995543601,65,"friend","Friend","Close","Nonmatching",622,0.622,0
995543601,67,"self","Self","Self","Nonmatching",944,0.944,1
995543601,69,"self","Self","Self","Matching",795,0.795,1
995543601,71,"self","Self","Self","Nonmatching",791,0.791,1
995543601,73,"friend","Friend","Close","Nonmatching",865,0.865,0
995543601,75,"friend","Friend","Close","Matching",623,0.623,1
995543601,77,"self","Self","Self","Matching",732,0.732,1
995543601,79,"self","Self","Self","Nonmatching",785,0.785,1
995543601,81,"friend","Friend","Close","Matching",619,0.619,1
995543601,83,"self","Self","Self","Matching",580,0.58,1
995543601,85,"friend","Friend","Close","Nonmatching",549,0.549,0
995543601,87,"friend","Friend","Close","Nonmatching",1180,1.18,0
995543601,89,"friend","Friend","Close","Matching",1050,1.05,1
995543601,91,"friend","Friend","Close","Nonmatching",690,0.69,1
995543601,93,"self","Self","Self","Matching",761,0.761,1
995543601,95,"self","Self","Self","Nonmatching",649,0.649,1
995543601,97,"friend","Friend","Close","Matching",688,0.688,1
995543601,99,"self","Self","Self","Matching",592,0.592,1
995543601,103,"self","Self","Self","Matching",540,0.54,1
995543601,105,"self","Self","Self","Matching",726,0.726,1
995543601,107,"self","Self","Self","Nonmatching",708,0.708,1
995543601,109,"self","Self","Self","Nonmatching",711,0.711,1
995543601,111,"friend","Friend","Close","Nonmatching",867,0.867,1
995543601,113,"friend","Friend","Close","Matching",508,0.508,1
995543601,115,"self","Self","Self","Matching",571,0.571,1
995543601,117,"friend","Friend","Close","Nonmatching",888,0.888,1
995543601,119,"friend","Friend","Close","Matching",828,0.828,1
995543601,121,"self","Self","Self","Nonmatching",666,0.666,1
995543601,123,"self","Self","Self","Matching",488,0.488,1
995543601,125,"friend","Friend","Close","Nonmatching",873,0.873,1
995543601,127,"friend","Friend","Close","Nonmatching",800,0.8,1
995543601,131,"friend","Friend","Close","Nonmatching",1053,1.053,1
995543601,135,"friend","Friend","Close","Nonmatching",838,0.838,1
995543601,137,"self","Self","Self","Matching",568,0.568,1
995543601,139,"self","Self","Self","Nonmatching",604,0.604,1
995543601,141,"friend","Friend","Close","Nonmatching",712,0.712,1
995543601,143,"friend","Friend","Close","Matching",671,0.671,1
995543601,145,"self","Self","Self","Nonmatching",557,0.557,1
995543601,147,"self","Self","Self","Matching",916,0.916,1
995543601,149,"friend","Friend","Close","Nonmatching",813,0.813,1
995543601,151,"friend","Friend","Close","Nonmatching",791,0.791,1
995543601,153,"self","Self","Self","Matching",722,0.722,0
995543601,155,"self","Self","Self","Matching",498,0.498,1
995543601,157,"self","Self","Self","Matching",507,0.507,1
995543601,159,"self","Self","Self","Nonmatching",544,0.544,1
995543601,161,"friend","Friend","Close","Matching",629,0.629,1
995543601,163,"friend","Friend","Close","Matching",649,0.649,1
995543601,165,"friend","Friend","Close","Matching",572,0.572,1
995543601,167,"self","Self","Self","Matching",561,0.561,0
995543601,169,"friend","Friend","Close","Nonmatching",764,0.764,1
995543601,171,"friend","Friend","Close","Nonmatching",821,0.821,1
995543601,173,"self","Self","Self","Nonmatching",979,0.979,1
995543601,175,"self","Self","Self","Matching",778,0.778,1
995543601,177,"self","Self","Self","Nonmatching",600,0.6,1
995543601,179,"friend","Friend","Close","Nonmatching",794,0.794,1
995543601,181,"self","Self","Self","Matching",855,0.855,1
995543601,183,"friend","Friend","Close","Nonmatching",727,0.727,1
995543601,185,"friend","Friend","Close","Matching",542,0.542,1
995543601,189,"friend","Friend","Close","Nonmatching",865,0.865,1
995543601,191,"self","Self","Self","Matching",762,0.762,1
995543601,193,"friend","Friend","Close","Nonmatching",559,0.559,1
995543601,195,"self","Self","Self","Matching",610,0.61,1
995543601,197,"self","Self","Self","Nonmatching",783,0.783,1
995543601,199,"self","Self","Self","Matching",948,0.948,1
995543601,201,"self","Self","Self","Matching",661,0.661,1
995543601,203,"self","Self","Self","Nonmatching",555,0.555,1
995543601,205,"self","Self","Self","Nonmatching",928,0.928,1
995543601,207,"self","Self","Self","Nonmatching",485,0.485,1
995543601,209,"friend","Friend","Close","Nonmatching",845,0.845,1
995543601,211,"friend","Friend","Close","Matching",659,0.659,1
995543601,213,"friend","Friend","Close","Matching",733,0.733,1
995543601,215,"self","Self","Self","Nonmatching",851,0.851,1
995543601,217,"friend","Friend","Close","Matching",777,0.777,1
995543601,219,"friend","Friend","Close","Matching",674,0.674,1
995543601,221,"friend","Friend","Close","Matching",415,0.415,1
995543601,223,"self","Self","Self","Nonmatching",542,0.542,1
995543601,225,"friend","Friend","Close","Nonmatching",1067,1.067,1
995543601,227,"self","Self","Self","Nonmatching",645,0.645,1
995543601,229,"friend","Friend","Close","Matching",1198,1.198,1
995543601,231,"friend","Friend","Close","Nonmatching",994,0.994,1
995543601,233,"self","Self","Self","Matching",593,0.593,1
995543601,235,"self","Self","Self","Nonmatching",759,0.759,1
995543601,237,"friend","Friend","Close","Nonmatching",838,0.838,1
995543601,239,"friend","Friend","Close","Matching",884,0.884,1
995543602,1,"self","Self","Self","Matching",933,0.933,1
995543602,3,"self","Self","Self","Matching",1161,1.161,1
995543602,5,"friend","Friend","Close","Matching",626,0.626,0
995543602,7,"friend","Friend","Close","Matching",845,0.845,1
995543602,9,"friend","Friend","Close","Matching",484,0.484,1
995543602,11,"self","Self","Self","Nonmatching",662,0.662,1
995543602,15,"friend","Friend","Close","Nonmatching",790,0.79,0
995543602,21,"friend","Friend","Close","Matching",891,0.891,0
995543602,25,"self","Self","Self","Nonmatching",756,0.756,1
995543602,27,"self","Self","Self","Matching",1035,1.035,1
995543602,29,"self","Self","Self","Matching",832,0.832,1
995543602,31,"self","Self","Self","Nonmatching",772,0.772,1
